1 qid:1403 1:0.024922 2:0.000000 3:0.000000 4:0.000000 5:0.021739 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.019428 12:0.000000 13:0.000000 14:0.000000 15:0.019457 16:0.016133 17:0.250000 18:0.240000 19:0.571429 20:0.016456 21:0.722380 22:0.758576 23:0.837199 24:0.716530 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.714381 38:0.752038 39:0.830668 40:0.706768 41:0.024822 42:0.005597 43:0.025424 44:0.600000 45:0.521739 46:0.000000 #docid = GX103-81-0750497 inc = 0.907600288548556 prob = 0.572989
0 qid:5629 1:0.270270 2:0.333333 3:0.500000 4:1.000000 5:0.336207 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.351710 12:0.454429 13:0.603334 14:1.000000 15:0.477744 16:0.116798 17:0.100000 18:0.500000 19:0.181818 20:0.123859 21:0.523905 22:0.450443 23:0.475529 24:0.461286 25:0.903715 26:0.854784 27:0.736570 28:0.813720 29:0.670743 30:0.676375 31:0.860222 32:0.620307 33:0.919950 34:0.872730 35:0.998789 36:0.956564 37:0.522868 38:0.583324 39:0.542314 40:0.548292 41:0.001335 42:0.002119 43:0.000000 44:0.400000 45:0.175824 46:0.000000 #docid = GX232-60-3254932 inc = 0.631025409249305 prob = 0.113906
0 qid:5629 1:0.270270 2:0.333333 3:0.500000 4:1.000000 5:0.336207 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.351710 12:0.454429 13:0.603334 14:1.000000 15:0.477744 16:0.116798 17:0.100000 18:0.500000 19:0.181818 20:0.123859 21:0.523905 22:0.450443 23:0.475529 24:0.461286 25:0.903715 26:0.854784 27:0.736570 28:0.813720 29:0.670743 30:0.676375 31:0.860222 32:0.620307 33:0.919950 34:0.872730 35:0.998789 36:0.956564 37:0.522868 38:0.583324 39:0.542314 40:0.548292 41:0.001335 42:0.002119 43:0.000000 44:0.400000 45:0.175824 46:0.000000 #docid = GX232-60-3254932 inc = 0.631025409249305 prob = 0.113906
0 qid:49 1:0.023713 2:0.000000 3:0.000000 4:1.000000 5:0.023719 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.015675 12:0.000000 13:0.000000 14:0.619552 15:0.015490 16:0.008697 17:0.117647 18:0.000000 19:0.444444 20:0.008572 21:0.474836 22:0.604202 23:0.608529 24:0.414144 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.592596 34:0.131249 35:0.002984 36:0.108476 37:0.432280 38:0.591034 39:0.595507 40:0.458246 41:0.001214 42:0.045455 43:0.000000 44:0.666667 45:0.383333 46:0.000000 #docid = GX224-02-4533107 inc = 0.744074548185021 prob = 0.108192
0 qid:49 1:0.023713 2:0.000000 3:0.000000 4:1.000000 5:0.023719 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.015675 12:0.000000 13:0.000000 14:0.619552 15:0.015490 16:0.008697 17:0.117647 18:0.000000 19:0.444444 20:0.008572 21:0.474836 22:0.604202 23:0.608529 24:0.414144 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.592596 34:0.131249 35:0.002984 36:0.108476 37:0.432280 38:0.591034 39:0.595507 40:0.458246 41:0.001214 42:0.045455 43:0.000000 44:0.666667 45:0.383333 46:0.000000 #docid = GX224-02-4533107 inc = 0.744074548185021 prob = 0.108192
0 qid:49 1:0.023713 2:0.000000 3:0.000000 4:1.000000 5:0.023719 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.015675 12:0.000000 13:0.000000 14:0.619552 15:0.015490 16:0.008697 17:0.117647 18:0.000000 19:0.444444 20:0.008572 21:0.474836 22:0.604202 23:0.608529 24:0.414144 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.592596 34:0.131249 35:0.002984 36:0.108476 37:0.432280 38:0.591034 39:0.595507 40:0.458246 41:0.001214 42:0.045455 43:0.000000 44:0.666667 45:0.383333 46:0.000000 #docid = GX224-02-4533107 inc = 0.744074548185021 prob = 0.108192
1 qid:1165 1:0.024967 2:1.000000 3:0.666667 4:0.000000 5:0.033575 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.289683 12:1.000000 13:0.772615 14:0.000000 15:0.419988 16:0.024715 17:1.000000 18:0.500000 19:0.043478 20:0.026668 21:0.727162 22:0.502116 23:0.513549 24:0.539209 25:0.446284 26:1.000000 27:1.000000 28:0.919671 29:0.713641 30:0.222997 31:0.022081 32:0.410419 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.784404 38:0.568705 39:0.508482 40:0.618572 41:0.255635 42:0.742857 43:0.400000 44:0.000000 45:0.024691 46:0.000000 #docid = GX002-05-16110804 inc = 0.77947636891837 prob = 0.151108
1 qid:1165 1:0.024967 2:1.000000 3:0.666667 4:0.000000 5:0.033575 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.289683 12:1.000000 13:0.772615 14:0.000000 15:0.419988 16:0.024715 17:1.000000 18:0.500000 19:0.043478 20:0.026668 21:0.727162 22:0.502116 23:0.513549 24:0.539209 25:0.446284 26:1.000000 27:1.000000 28:0.919671 29:0.713641 30:0.222997 31:0.022081 32:0.410419 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.784404 38:0.568705 39:0.508482 40:0.618572 41:0.255635 42:0.742857 43:0.400000 44:0.000000 45:0.024691 46:0.000000 #docid = GX002-05-16110804 inc = 0.77947636891837 prob = 0.151108
1 qid:1165 1:0.024967 2:1.000000 3:0.666667 4:0.000000 5:0.033575 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.289683 12:1.000000 13:0.772615 14:0.000000 15:0.419988 16:0.024715 17:1.000000 18:0.500000 19:0.043478 20:0.026668 21:0.727162 22:0.502116 23:0.513549 24:0.539209 25:0.446284 26:1.000000 27:1.000000 28:0.919671 29:0.713641 30:0.222997 31:0.022081 32:0.410419 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.784404 38:0.568705 39:0.508482 40:0.618572 41:0.255635 42:0.742857 43:0.400000 44:0.000000 45:0.024691 46:0.000000 #docid = GX002-05-16110804 inc = 0.77947636891837 prob = 0.151108
0 qid:5327 1:0.055000 2:0.000000 3:0.500000 4:0.000000 5:0.057500 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.035088 12:0.000000 13:0.380424 14:0.000000 15:0.036371 16:0.039663 17:0.714286 18:0.200000 19:0.875000 20:0.039993 21:0.543909 22:0.736870 23:0.808716 24:0.742325 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.344452 30:0.051226 31:0.000623 32:0.040529 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.529647 38:0.730621 39:0.811824 40:0.737531 41:0.667677 42:0.315789 43:0.017241 44:1.000000 45:1.000000 46:0.000000 #docid = GX039-48-10257854 inc = 1 prob = 0.177801
0 qid:5327 1:0.055000 2:0.000000 3:0.500000 4:0.000000 5:0.057500 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.035088 12:0.000000 13:0.380424 14:0.000000 15:0.036371 16:0.039663 17:0.714286 18:0.200000 19:0.875000 20:0.039993 21:0.543909 22:0.736870 23:0.808716 24:0.742325 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.344452 30:0.051226 31:0.000623 32:0.040529 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.529647 38:0.730621 39:0.811824 40:0.737531 41:0.667677 42:0.315789 43:0.017241 44:1.000000 45:1.000000 46:0.000000 #docid = GX039-48-10257854 inc = 1 prob = 0.177801
0 qid:5327 1:0.055000 2:0.000000 3:0.500000 4:0.000000 5:0.057500 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.035088 12:0.000000 13:0.380424 14:0.000000 15:0.036371 16:0.039663 17:0.714286 18:0.200000 19:0.875000 20:0.039993 21:0.543909 22:0.736870 23:0.808716 24:0.742325 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.344452 30:0.051226 31:0.000623 32:0.040529 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.529647 38:0.730621 39:0.811824 40:0.737531 41:0.667677 42:0.315789 43:0.017241 44:1.000000 45:1.000000 46:0.000000 #docid = GX039-48-10257854 inc = 1 prob = 0.177801
0 qid:5408 1:0.021583 2:0.012500 3:0.022222 4:0.500000 5:0.021700 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.093030 12:0.013643 13:0.028266 14:0.466240 15:0.104265 16:0.007143 17:0.000000 18:0.038043 19:0.285714 20:0.007610 21:0.908029 22:0.810993 23:0.565389 24:0.878323 25:0.698834 26:0.183631 27:0.001543 28:0.120679 29:0.460015 30:0.026897 31:0.000464 32:0.020783 33:0.445032 34:0.064169 35:0.000948 36:0.027619 37:0.884933 38:0.756821 39:0.383808 40:0.826274 41:0.000705 42:0.000000 43:0.435897 44:0.166667 45:0.589744 46:0.000000 #docid = GX040-83-5544514 inc = 1 prob = 0.221512
0 qid:5408 1:0.021583 2:0.012500 3:0.022222 4:0.500000 5:0.021700 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.093030 12:0.013643 13:0.028266 14:0.466240 15:0.104265 16:0.007143 17:0.000000 18:0.038043 19:0.285714 20:0.007610 21:0.908029 22:0.810993 23:0.565389 24:0.878323 25:0.698834 26:0.183631 27:0.001543 28:0.120679 29:0.460015 30:0.026897 31:0.000464 32:0.020783 33:0.445032 34:0.064169 35:0.000948 36:0.027619 37:0.884933 38:0.756821 39:0.383808 40:0.826274 41:0.000705 42:0.000000 43:0.435897 44:0.166667 45:0.589744 46:0.000000 #docid = GX040-83-5544514 inc = 1 prob = 0.221512
0 qid:5408 1:0.021583 2:0.012500 3:0.022222 4:0.500000 5:0.021700 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.093030 12:0.013643 13:0.028266 14:0.466240 15:0.104265 16:0.007143 17:0.000000 18:0.038043 19:0.285714 20:0.007610 21:0.908029 22:0.810993 23:0.565389 24:0.878323 25:0.698834 26:0.183631 27:0.001543 28:0.120679 29:0.460015 30:0.026897 31:0.000464 32:0.020783 33:0.445032 34:0.064169 35:0.000948 36:0.027619 37:0.884933 38:0.756821 39:0.383808 40:0.826274 41:0.000705 42:0.000000 43:0.435897 44:0.166667 45:0.589744 46:0.000000 #docid = GX040-83-5544514 inc = 1 prob = 0.221512
0 qid:6172 1:0.167442 2:0.045455 3:0.000000 4:0.000000 5:0.168224 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.164935 12:0.051430 13:0.000000 14:0.000000 15:0.164809 16:0.026807 17:0.030000 18:0.461538 19:0.000000 20:0.026355 21:0.914505 22:0.889760 23:0.839534 24:0.955142 25:0.451774 26:0.355287 27:0.061908 28:0.124158 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.904726 38:0.877664 39:0.829806 40:0.944997 41:0.071923 42:0.115942 43:0.350000 44:0.000000 45:0.232558 46:0.000000 #docid = GX063-51-5407237 inc = 1 prob = 0.32709
0 qid:6172 1:0.167442 2:0.045455 3:0.000000 4:0.000000 5:0.168224 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.164935 12:0.051430 13:0.000000 14:0.000000 15:0.164809 16:0.026807 17:0.030000 18:0.461538 19:0.000000 20:0.026355 21:0.914505 22:0.889760 23:0.839534 24:0.955142 25:0.451774 26:0.355287 27:0.061908 28:0.124158 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.904726 38:0.877664 39:0.829806 40:0.944997 41:0.071923 42:0.115942 43:0.350000 44:0.000000 45:0.232558 46:0.000000 #docid = GX063-51-5407237 inc = 1 prob = 0.32709
0 qid:6172 1:0.167442 2:0.045455 3:0.000000 4:0.000000 5:0.168224 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.164935 12:0.051430 13:0.000000 14:0.000000 15:0.164809 16:0.026807 17:0.030000 18:0.461538 19:0.000000 20:0.026355 21:0.914505 22:0.889760 23:0.839534 24:0.955142 25:0.451774 26:0.355287 27:0.061908 28:0.124158 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.904726 38:0.877664 39:0.829806 40:0.944997 41:0.071923 42:0.115942 43:0.350000 44:0.000000 45:0.232558 46:0.000000 #docid = GX063-51-5407237 inc = 1 prob = 0.32709
0 qid:720 1:0.001236 2:0.500000 3:1.000000 4:0.000000 5:0.002473 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.119029 12:0.456558 13:1.000000 14:0.000000 15:0.128884 16:0.011046 17:0.391304 18:0.666667 19:0.800000 20:0.011683 21:0.375096 22:0.286265 23:0.251055 24:0.347050 25:0.406350 26:0.901732 27:0.575187 28:0.783679 29:0.813797 30:0.948459 31:0.997285 32:0.959769 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.470893 38:0.362027 39:0.332299 40:0.383262 41:0.000266 42:0.013889 43:0.102564 44:0.857143 45:0.648649 46:0.000000 #docid = GX249-02-11449584 inc = 1 prob = 0.0302215
0 qid:720 1:0.001236 2:0.500000 3:1.000000 4:0.000000 5:0.002473 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.119029 12:0.456558 13:1.000000 14:0.000000 15:0.128884 16:0.011046 17:0.391304 18:0.666667 19:0.800000 20:0.011683 21:0.375096 22:0.286265 23:0.251055 24:0.347050 25:0.406350 26:0.901732 27:0.575187 28:0.783679 29:0.813797 30:0.948459 31:0.997285 32:0.959769 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.470893 38:0.362027 39:0.332299 40:0.383262 41:0.000266 42:0.013889 43:0.102564 44:0.857143 45:0.648649 46:0.000000 #docid = GX249-02-11449584 inc = 1 prob = 0.0302215
0 qid:720 1:0.001236 2:0.500000 3:1.000000 4:0.000000 5:0.002473 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.119029 12:0.456558 13:1.000000 14:0.000000 15:0.128884 16:0.011046 17:0.391304 18:0.666667 19:0.800000 20:0.011683 21:0.375096 22:0.286265 23:0.251055 24:0.347050 25:0.406350 26:0.901732 27:0.575187 28:0.783679 29:0.813797 30:0.948459 31:0.997285 32:0.959769 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.470893 38:0.362027 39:0.332299 40:0.383262 41:0.000266 42:0.013889 43:0.102564 44:0.857143 45:0.648649 46:0.000000 #docid = GX249-02-11449584 inc = 1 prob = 0.0302215
1 qid:59 1:0.027624 2:0.142857 3:0.500000 4:0.000000 5:0.029834 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.059570 12:0.143612 13:0.498842 14:0.000000 15:0.066742 16:0.020502 17:0.275862 18:1.000000 19:0.777778 20:0.020914 21:0.972845 22:0.943503 23:0.830101 24:0.906217 25:0.311673 26:0.000000 27:0.000000 28:0.000000 29:0.251146 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.985192 38:0.926096 39:0.857911 40:0.915642 41:0.000385 42:0.003704 43:0.000000 44:1.000000 45:0.534247 46:0.000000 #docid = GX073-60-0211724 inc = 1 prob = 0.679726
1 qid:59 1:0.027624 2:0.142857 3:0.500000 4:0.000000 5:0.029834 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.059570 12:0.143612 13:0.498842 14:0.000000 15:0.066742 16:0.020502 17:0.275862 18:1.000000 19:0.777778 20:0.020914 21:0.972845 22:0.943503 23:0.830101 24:0.906217 25:0.311673 26:0.000000 27:0.000000 28:0.000000 29:0.251146 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.985192 38:0.926096 39:0.857911 40:0.915642 41:0.000385 42:0.003704 43:0.000000 44:1.000000 45:0.534247 46:0.000000 #docid = GX073-60-0211724 inc = 1 prob = 0.679726
1 qid:59 1:0.027624 2:0.142857 3:0.500000 4:0.000000 5:0.029834 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.059570 12:0.143612 13:0.498842 14:0.000000 15:0.066742 16:0.020502 17:0.275862 18:1.000000 19:0.777778 20:0.020914 21:0.972845 22:0.943503 23:0.830101 24:0.906217 25:0.311673 26:0.000000 27:0.000000 28:0.000000 29:0.251146 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.985192 38:0.926096 39:0.857911 40:0.915642 41:0.000385 42:0.003704 43:0.000000 44:1.000000 45:0.534247 46:0.000000 #docid = GX073-60-0211724 inc = 1 prob = 0.679726
0 qid:8270 1:0.009537 2:0.000000 3:0.500000 4:0.000000 5:0.010870 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.000618 12:0.000000 13:0.158502 14:0.000000 15:0.000437 16:0.021541 17:0.000000 18:0.695652 19:0.000000 20:0.021929 21:0.106122 22:0.021695 23:0.132240 24:0.000000 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.108814 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.099911 38:0.025350 39:0.131380 40:0.000000 41:0.000000 42:0.000000 43:1.000000 44:0.000000 45:0.000000 46:0.000000 #docid = GX000-00-8105981 inc = 1 prob = 0.0863967
0 qid:8270 1:0.009537 2:0.000000 3:0.500000 4:0.000000 5:0.010870 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.000618 12:0.000000 13:0.158502 14:0.000000 15:0.000437 16:0.021541 17:0.000000 18:0.695652 19:0.000000 20:0.021929 21:0.106122 22:0.021695 23:0.132240 24:0.000000 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.108814 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.099911 38:0.025350 39:0.131380 40:0.000000 41:0.000000 42:0.000000 43:1.000000 44:0.000000 45:0.000000 46:0.000000 #docid = GX000-00-8105981 inc = 1 prob = 0.0863967
0 qid:8270 1:0.009537 2:0.000000 3:0.500000 4:0.000000 5:0.010870 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.000618 12:0.000000 13:0.158502 14:0.000000 15:0.000437 16:0.021541 17:0.000000 18:0.695652 19:0.000000 20:0.021929 21:0.106122 22:0.021695 23:0.132240 24:0.000000 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.108814 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.099911 38:0.025350 39:0.131380 40:0.000000 41:0.000000 42:0.000000 43:1.000000 44:0.000000 45:0.000000 46:0.000000 #docid = GX000-00-8105981 inc = 1 prob = 0.0863967
