2 qid:3558 1:0.127711 2:0.000000 3:0.000000 4:0.000000 5:0.127711 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.160891 12:0.000000 13:0.000000 14:0.000000 15:0.162262 16:0.081650 17:0.160000 18:0.000000 19:0.150000 20:0.081571 21:0.764646 22:0.756480 23:0.714551 24:0.693527 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.768379 38:0.756598 39:0.714088 40:0.703569 41:0.192583 42:0.555556 43:0.000000 44:1.000000 45:0.128205 46:0.000000 #docid = GX238-78-5423799 inc = 0.862260944585557 prob = 0.732086
0 qid:6547 1:0.003236 2:0.500000 3:1.000000 4:1.000000 5:0.006472 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.003236 12:0.500000 13:1.000000 14:1.000000 15:0.006472 16:0.001196 17:0.001214 18:0.050000 19:0.100000 20:0.001123 21:0.810192 22:0.671495 23:0.275416 24:0.629006 25:1.000000 26:1.000000 27:0.329061 28:1.000000 29:1.000000 30:1.000000 31:1.000000 32:1.000000 33:1.000000 34:1.000000 35:1.000000 36:1.000000 37:0.922878 38:0.856740 39:0.498243 40:0.822705 41:0.000217 42:0.004975 43:0.000000 44:0.166667 45:0.078947 46:0.000000 #docid = GX035-32-16592107 inc = 1 prob = 0.15061
0 qid:6547 1:0.003236 2:0.500000 3:1.000000 4:1.000000 5:0.006472 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.003236 12:0.500000 13:1.000000 14:1.000000 15:0.006472 16:0.001196 17:0.001214 18:0.050000 19:0.100000 20:0.001123 21:0.810192 22:0.671495 23:0.275416 24:0.629006 25:1.000000 26:1.000000 27:0.329061 28:1.000000 29:1.000000 30:1.000000 31:1.000000 32:1.000000 33:1.000000 34:1.000000 35:1.000000 36:1.000000 37:0.922878 38:0.856740 39:0.498243 40:0.822705 41:0.000217 42:0.004975 43:0.000000 44:0.166667 45:0.078947 46:0.000000 #docid = GX035-32-16592107 inc = 1 prob = 0.15061
0 qid:7700 1:0.023810 2:0.000000 3:0.250000 4:1.000000 5:0.030405 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.001390 12:0.000000 13:0.110126 14:0.211441 15:0.001721 16:0.129103 17:0.000000 18:0.206897 19:0.444444 20:0.129245 21:0.001543 22:0.000000 23:0.000000 24:0.000000 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.121017 30:0.000000 31:0.000000 32:0.000000 33:0.193042 34:0.000000 35:0.000000 36:0.000000 37:0.002506 38:0.000000 39:0.000000 40:0.000000 41:0.000000 42:0.000000 43:1.000000 44:1.000000 45:0.432836 46:0.000000 #docid = GX004-50-8763188 inc = 1 prob = 0.0473128
0 qid:7700 1:0.023810 2:0.000000 3:0.250000 4:1.000000 5:0.030405 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.001390 12:0.000000 13:0.110126 14:0.211441 15:0.001721 16:0.129103 17:0.000000 18:0.206897 19:0.444444 20:0.129245 21:0.001543 22:0.000000 23:0.000000 24:0.000000 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.121017 30:0.000000 31:0.000000 32:0.000000 33:0.193042 34:0.000000 35:0.000000 36:0.000000 37:0.002506 38:0.000000 39:0.000000 40:0.000000 41:0.000000 42:0.000000 43:1.000000 44:1.000000 45:0.432836 46:0.000000 #docid = GX004-50-8763188 inc = 1 prob = 0.0473128
0 qid:7700 1:0.023810 2:0.000000 3:0.250000 4:1.000000 5:0.030405 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.001390 12:0.000000 13:0.110126 14:0.211441 15:0.001721 16:0.129103 17:0.000000 18:0.206897 19:0.444444 20:0.129245 21:0.001543 22:0.000000 23:0.000000 24:0.000000 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.121017 30:0.000000 31:0.000000 32:0.000000 33:0.193042 34:0.000000 35:0.000000 36:0.000000 37:0.002506 38:0.000000 39:0.000000 40:0.000000 41:0.000000 42:0.000000 43:1.000000 44:1.000000 45:0.432836 46:0.000000 #docid = GX004-50-8763188 inc = 1 prob = 0.0473128
2 qid:3791 1:0.002597 2:0.000000 3:0.000000 4:0.000000 5:0.001949 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.007964 12:0.000000 13:0.000000 14:0.000000 15:0.006863 16:0.002207 17:0.052632 18:0.304348 19:0.230769 20:0.002231 21:0.886133 22:0.787699 23:0.575941 24:0.766775 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.860963 38:0.733323 39:0.551693 40:0.735965 41:0.003462 42:0.013889 43:0.000000 44:0.600000 45:0.250000 46:0.000000 #docid = GX046-26-3607576 inc = 1 prob = 0.0509617
2 qid:3791 1:0.002597 2:0.000000 3:0.000000 4:0.000000 5:0.001949 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.007964 12:0.000000 13:0.000000 14:0.000000 15:0.006863 16:0.002207 17:0.052632 18:0.304348 19:0.230769 20:0.002231 21:0.886133 22:0.787699 23:0.575941 24:0.766775 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.860963 38:0.733323 39:0.551693 40:0.735965 41:0.003462 42:0.013889 43:0.000000 44:0.600000 45:0.250000 46:0.000000 #docid = GX046-26-3607576 inc = 1 prob = 0.0509617
2 qid:3791 1:0.002597 2:0.000000 3:0.000000 4:0.000000 5:0.001949 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.007964 12:0.000000 13:0.000000 14:0.000000 15:0.006863 16:0.002207 17:0.052632 18:0.304348 19:0.230769 20:0.002231 21:0.886133 22:0.787699 23:0.575941 24:0.766775 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.860963 38:0.733323 39:0.551693 40:0.735965 41:0.003462 42:0.013889 43:0.000000 44:0.600000 45:0.250000 46:0.000000 #docid = GX046-26-3607576 inc = 1 prob = 0.0509617
0 qid:7888 1:0.001671 2:0.000000 3:0.666667 4:1.000000 5:0.004174 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.002878 12:0.000000 13:0.640617 14:1.000000 15:0.007028 16:0.000000 17:0.000000 18:0.411765 19:0.222222 20:0.000071 21:0.745508 22:1.000000 23:0.345122 24:1.000000 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.730007 30:0.867951 31:0.894647 32:0.905681 33:1.000000 34:1.000000 35:1.000000 36:1.000000 37:0.900965 38:1.000000 39:0.501227 40:1.000000 41:0.000000 42:0.000000 43:0.000000 44:0.600000 45:0.272727 46:0.000000 #docid = GX066-58-4503232 inc = 1 prob = 0.0873327
0 qid:7888 1:0.001671 2:0.000000 3:0.666667 4:1.000000 5:0.004174 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.002878 12:0.000000 13:0.640617 14:1.000000 15:0.007028 16:0.000000 17:0.000000 18:0.411765 19:0.222222 20:0.000071 21:0.745508 22:1.000000 23:0.345122 24:1.000000 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.730007 30:0.867951 31:0.894647 32:0.905681 33:1.000000 34:1.000000 35:1.000000 36:1.000000 37:0.900965 38:1.000000 39:0.501227 40:1.000000 41:0.000000 42:0.000000 43:0.000000 44:0.600000 45:0.272727 46:0.000000 #docid = GX066-58-4503232 inc = 1 prob = 0.0873327
0 qid:7888 1:0.001671 2:0.000000 3:0.666667 4:1.000000 5:0.004174 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.002878 12:0.000000 13:0.640617 14:1.000000 15:0.007028 16:0.000000 17:0.000000 18:0.411765 19:0.222222 20:0.000071 21:0.745508 22:1.000000 23:0.345122 24:1.000000 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.730007 30:0.867951 31:0.894647 32:0.905681 33:1.000000 34:1.000000 35:1.000000 36:1.000000 37:0.900965 38:1.000000 39:0.501227 40:1.000000 41:0.000000 42:0.000000 43:0.000000 44:0.600000 45:0.272727 46:0.000000 #docid = GX066-58-4503232 inc = 1 prob = 0.0873327
1 qid:6854 1:0.067829 2:0.187500 3:1.000000 4:0.250000 5:0.070450 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.067240 12:0.193473 13:1.000000 14:0.246496 15:0.072071 16:0.025355 17:0.131579 18:0.350000 19:0.277778 20:0.025586 21:0.918722 22:0.797657 23:0.806052 24:0.799235 25:0.736441 26:0.813518 27:0.568372 28:0.934276 29:0.640010 30:0.872035 31:0.999137 32:0.901574 33:0.429799 34:0.216134 35:0.274317 36:0.198832 37:0.929246 38:0.817791 39:0.837582 40:0.819326 41:0.013833 42:0.304348 43:0.027203 44:0.400000 45:0.430380 46:0.000000 #docid = GX007-29-15574209 inc = 1 prob = 0.191696
1 qid:6854 1:0.067829 2:0.187500 3:1.000000 4:0.250000 5:0.070450 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.067240 12:0.193473 13:1.000000 14:0.246496 15:0.072071 16:0.025355 17:0.131579 18:0.350000 19:0.277778 20:0.025586 21:0.918722 22:0.797657 23:0.806052 24:0.799235 25:0.736441 26:0.813518 27:0.568372 28:0.934276 29:0.640010 30:0.872035 31:0.999137 32:0.901574 33:0.429799 34:0.216134 35:0.274317 36:0.198832 37:0.929246 38:0.817791 39:0.837582 40:0.819326 41:0.013833 42:0.304348 43:0.027203 44:0.400000 45:0.430380 46:0.000000 #docid = GX007-29-15574209 inc = 1 prob = 0.191696
1 qid:6854 1:0.067829 2:0.187500 3:1.000000 4:0.250000 5:0.070450 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.067240 12:0.193473 13:1.000000 14:0.246496 15:0.072071 16:0.025355 17:0.131579 18:0.350000 19:0.277778 20:0.025586 21:0.918722 22:0.797657 23:0.806052 24:0.799235 25:0.736441 26:0.813518 27:0.568372 28:0.934276 29:0.640010 30:0.872035 31:0.999137 32:0.901574 33:0.429799 34:0.216134 35:0.274317 36:0.198832 37:0.929246 38:0.817791 39:0.837582 40:0.819326 41:0.013833 42:0.304348 43:0.027203 44:0.400000 45:0.430380 46:0.000000 #docid = GX007-29-15574209 inc = 1 prob = 0.191696
0 qid:4342 1:0.003704 2:0.040000 3:0.000000 4:0.000000 5:0.004321 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.011490 12:0.073431 13:0.000000 14:0.000000 15:0.013438 16:0.007786 17:0.139241 18:0.076923 19:0.700000 20:0.008080 21:0.685301 22:0.483168 23:0.631212 24:0.265239 25:0.263796 26:0.549256 27:0.807381 28:0.359211 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.704403 38:0.487097 39:0.631641 40:0.256504 41:0.000907 42:0.004717 43:0.000000 44:0.571429 45:0.469697 46:0.000000 #docid = GX032-30-5332853 inc = 0.686277628743539 prob = 0.115748
0 qid:4342 1:0.003704 2:0.040000 3:0.000000 4:0.000000 5:0.004321 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.011490 12:0.073431 13:0.000000 14:0.000000 15:0.013438 16:0.007786 17:0.139241 18:0.076923 19:0.700000 20:0.008080 21:0.685301 22:0.483168 23:0.631212 24:0.265239 25:0.263796 26:0.549256 27:0.807381 28:0.359211 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.704403 38:0.487097 39:0.631641 40:0.256504 41:0.000907 42:0.004717 43:0.000000 44:0.571429 45:0.469697 46:0.000000 #docid = GX032-30-5332853 inc = 0.686277628743539 prob = 0.115748
0 qid:4342 1:0.003704 2:0.040000 3:0.000000 4:0.000000 5:0.004321 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.011490 12:0.073431 13:0.000000 14:0.000000 15:0.013438 16:0.007786 17:0.139241 18:0.076923 19:0.700000 20:0.008080 21:0.685301 22:0.483168 23:0.631212 24:0.265239 25:0.263796 26:0.549256 27:0.807381 28:0.359211 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.704403 38:0.487097 39:0.631641 40:0.256504 41:0.000907 42:0.004717 43:0.000000 44:0.571429 45:0.469697 46:0.000000 #docid = GX032-30-5332853 inc = 0.686277628743539 prob = 0.115748
1 qid:4675 1:0.159817 2:0.000000 3:0.000000 4:0.000000 5:0.159817 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.158889 12:0.000000 13:0.000000 14:0.000000 15:0.158890 16:0.072289 17:0.290323 18:0.888889 19:0.636364 20:0.072683 21:0.620350 22:0.366292 23:0.533388 24:0.428874 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.629610 38:0.370717 39:0.530358 40:0.411376 41:0.545730 42:0.277778 43:0.352941 44:0.833333 45:0.519481 46:0.000000 #docid = GX244-81-7617127 inc = 1 prob = 0.094703
1 qid:4675 1:0.159817 2:0.000000 3:0.000000 4:0.000000 5:0.159817 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.158889 12:0.000000 13:0.000000 14:0.000000 15:0.158890 16:0.072289 17:0.290323 18:0.888889 19:0.636364 20:0.072683 21:0.620350 22:0.366292 23:0.533388 24:0.428874 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.629610 38:0.370717 39:0.530358 40:0.411376 41:0.545730 42:0.277778 43:0.352941 44:0.833333 45:0.519481 46:0.000000 #docid = GX244-81-7617127 inc = 1 prob = 0.094703
1 qid:4675 1:0.159817 2:0.000000 3:0.000000 4:0.000000 5:0.159817 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.158889 12:0.000000 13:0.000000 14:0.000000 15:0.158890 16:0.072289 17:0.290323 18:0.888889 19:0.636364 20:0.072683 21:0.620350 22:0.366292 23:0.533388 24:0.428874 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.629610 38:0.370717 39:0.530358 40:0.411376 41:0.545730 42:0.277778 43:0.352941 44:0.833333 45:0.519481 46:0.000000 #docid = GX244-81-7617127 inc = 1 prob = 0.094703
0 qid:6450 1:0.021693 2:0.090909 3:0.750000 4:0.500000 5:0.025140 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.681048 12:0.129338 13:0.747748 14:0.500000 15:0.702911 16:0.011412 17:0.100000 18:0.285714 19:0.363636 20:0.011335 21:0.864711 22:0.800767 23:0.648600 24:0.831873 25:0.782592 26:0.590558 27:0.657812 28:0.415821 29:0.850027 30:0.711710 31:0.732910 32:0.651187 33:0.698313 34:0.219956 35:0.007288 36:0.228755 37:0.858088 38:0.786777 39:0.661589 40:0.823981 41:0.019121 42:0.016287 43:0.033233 44:0.333333 45:0.414286 46:0.000000 #docid = GX002-54-8270920 inc = 1 prob = 0.100499
0 qid:6450 1:0.021693 2:0.090909 3:0.750000 4:0.500000 5:0.025140 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.681048 12:0.129338 13:0.747748 14:0.500000 15:0.702911 16:0.011412 17:0.100000 18:0.285714 19:0.363636 20:0.011335 21:0.864711 22:0.800767 23:0.648600 24:0.831873 25:0.782592 26:0.590558 27:0.657812 28:0.415821 29:0.850027 30:0.711710 31:0.732910 32:0.651187 33:0.698313 34:0.219956 35:0.007288 36:0.228755 37:0.858088 38:0.786777 39:0.661589 40:0.823981 41:0.019121 42:0.016287 43:0.033233 44:0.333333 45:0.414286 46:0.000000 #docid = GX002-54-8270920 inc = 1 prob = 0.100499
0 qid:6450 1:0.021693 2:0.090909 3:0.750000 4:0.500000 5:0.025140 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.681048 12:0.129338 13:0.747748 14:0.500000 15:0.702911 16:0.011412 17:0.100000 18:0.285714 19:0.363636 20:0.011335 21:0.864711 22:0.800767 23:0.648600 24:0.831873 25:0.782592 26:0.590558 27:0.657812 28:0.415821 29:0.850027 30:0.711710 31:0.732910 32:0.651187 33:0.698313 34:0.219956 35:0.007288 36:0.228755 37:0.858088 38:0.786777 39:0.661589 40:0.823981 41:0.019121 42:0.016287 43:0.033233 44:0.333333 45:0.414286 46:0.000000 #docid = GX002-54-8270920 inc = 1 prob = 0.100499
0 qid:5125 1:0.250000 2:0.333333 3:0.000000 4:0.000000 5:0.247059 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.549143 12:0.333333 13:0.000000 14:0.000000 15:0.521781 16:0.513172 17:0.476190 18:0.612903 19:0.750000 20:0.518419 21:0.840613 22:0.184405 23:0.497649 24:0.125918 25:0.285058 26:0.351538 27:0.014694 28:0.122547 29:0.105425 30:0.186977 31:0.126334 32:0.064802 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.792588 38:0.140039 39:0.431740 40:0.080862 41:0.029437 42:0.041667 43:0.156250 44:0.750000 45:0.540541 46:0.000000 #docid = GX067-72-4243783 inc = 0.732702879388184 prob = 0.115214
0 qid:5125 1:0.250000 2:0.333333 3:0.000000 4:0.000000 5:0.247059 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.549143 12:0.333333 13:0.000000 14:0.000000 15:0.521781 16:0.513172 17:0.476190 18:0.612903 19:0.750000 20:0.518419 21:0.840613 22:0.184405 23:0.497649 24:0.125918 25:0.285058 26:0.351538 27:0.014694 28:0.122547 29:0.105425 30:0.186977 31:0.126334 32:0.064802 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.792588 38:0.140039 39:0.431740 40:0.080862 41:0.029437 42:0.041667 43:0.156250 44:0.750000 45:0.540541 46:0.000000 #docid = GX067-72-4243783 inc = 0.732702879388184 prob = 0.115214
0 qid:5125 1:0.250000 2:0.333333 3:0.000000 4:0.000000 5:0.247059 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.549143 12:0.333333 13:0.000000 14:0.000000 15:0.521781 16:0.513172 17:0.476190 18:0.612903 19:0.750000 20:0.518419 21:0.840613 22:0.184405 23:0.497649 24:0.125918 25:0.285058 26:0.351538 27:0.014694 28:0.122547 29:0.105425 30:0.186977 31:0.126334 32:0.064802 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.792588 38:0.140039 39:0.431740 40:0.080862 41:0.029437 42:0.041667 43:0.156250 44:0.750000 45:0.540541 46:0.000000 #docid = GX067-72-4243783 inc = 0.732702879388184 prob = 0.115214
