0 qid:1418 1:0.113154 2:0.000000 3:0.000000 4:1.000000 5:0.114407 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.050275 12:0.000000 13:0.000000 14:0.834457 15:0.051819 16:0.199043 17:0.037037 18:0.000000 19:0.357143 20:0.199066 21:0.281015 22:0.003118 23:0.000000 24:0.225008 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.834457 34:0.036365 35:0.003192 36:0.088714 37:0.286352 38:0.020411 39:0.000000 40:0.224180 41:0.201310 42:0.047619 43:0.000000 44:0.250000 45:0.275862 46:0.000000 #docid = GX267-34-15810063 inc = 0.0957782038976445 prob = 0.122358
0 qid:2507 1:0.006042 2:0.000000 3:1.000000 4:0.000000 5:0.009063 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.006564 12:0.000000 13:0.870369 14:0.000000 15:0.009846 16:0.038569 17:0.000000 18:1.000000 19:0.307692 20:0.039184 21:0.227801 22:0.092348 23:0.208860 24:0.183366 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.344025 30:0.545121 31:0.577723 32:0.644306 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.291071 38:0.144520 39:0.258371 40:0.214294 41:0.000246 42:0.022727 43:0.000000 44:0.666667 45:0.280702 46:0.000000 #docid = GX052-68-15696327 inc = 1 prob = 0.0850074
0 qid:2507 1:0.006042 2:0.000000 3:1.000000 4:0.000000 5:0.009063 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.006564 12:0.000000 13:0.870369 14:0.000000 15:0.009846 16:0.038569 17:0.000000 18:1.000000 19:0.307692 20:0.039184 21:0.227801 22:0.092348 23:0.208860 24:0.183366 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.344025 30:0.545121 31:0.577723 32:0.644306 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.291071 38:0.144520 39:0.258371 40:0.214294 41:0.000246 42:0.022727 43:0.000000 44:0.666667 45:0.280702 46:0.000000 #docid = GX052-68-15696327 inc = 1 prob = 0.0850074
0 qid:6281 1:0.064643 2:0.166667 3:0.000000 4:1.000000 5:0.065098 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.414792 12:0.125100 13:0.000000 14:1.000000 15:0.439353 16:0.067897 17:0.538462 18:0.000000 19:1.000000 20:0.068594 21:0.412236 22:0.653270 23:0.713297 24:0.742570 25:0.165779 26:0.000000 27:0.000110 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:1.000000 34:1.000000 35:1.000000 36:1.000000 37:0.371720 38:0.666063 39:0.710137 40:0.752914 41:0.004518 42:0.250000 43:0.000000 44:1.000000 45:1.000000 46:0.000000 #docid = GX265-94-14340884 inc = 0.636695012168587 prob = 0.214711
0 qid:6281 1:0.064643 2:0.166667 3:0.000000 4:1.000000 5:0.065098 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.414792 12:0.125100 13:0.000000 14:1.000000 15:0.439353 16:0.067897 17:0.538462 18:0.000000 19:1.000000 20:0.068594 21:0.412236 22:0.653270 23:0.713297 24:0.742570 25:0.165779 26:0.000000 27:0.000110 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:1.000000 34:1.000000 35:1.000000 36:1.000000 37:0.371720 38:0.666063 39:0.710137 40:0.752914 41:0.004518 42:0.250000 43:0.000000 44:1.000000 45:1.000000 46:0.000000 #docid = GX265-94-14340884 inc = 0.636695012168587 prob = 0.214711
0 qid:6281 1:0.064643 2:0.166667 3:0.000000 4:1.000000 5:0.065098 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.414792 12:0.125100 13:0.000000 14:1.000000 15:0.439353 16:0.067897 17:0.538462 18:0.000000 19:1.000000 20:0.068594 21:0.412236 22:0.653270 23:0.713297 24:0.742570 25:0.165779 26:0.000000 27:0.000110 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:1.000000 34:1.000000 35:1.000000 36:1.000000 37:0.371720 38:0.666063 39:0.710137 40:0.752914 41:0.004518 42:0.250000 43:0.000000 44:1.000000 45:1.000000 46:0.000000 #docid = GX265-94-14340884 inc = 0.636695012168587 prob = 0.214711
0 qid:5434 1:0.038730 2:0.000000 3:0.000000 4:0.000000 5:0.038715 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.060924 12:0.000000 13:0.000000 14:0.000000 15:0.067854 16:0.098317 17:0.400000 18:0.625000 19:0.333333 20:0.098565 21:0.761613 22:0.714148 23:0.792913 24:0.789889 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.728104 38:0.700237 39:0.792296 40:0.670343 41:0.045845 42:0.117647 43:0.371429 44:0.200000 45:0.345455 46:0.000000 #docid = GX096-44-7149877 inc = 0.224268678794537 prob = 0.117483
0 qid:5434 1:0.038730 2:0.000000 3:0.000000 4:0.000000 5:0.038715 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.060924 12:0.000000 13:0.000000 14:0.000000 15:0.067854 16:0.098317 17:0.400000 18:0.625000 19:0.333333 20:0.098565 21:0.761613 22:0.714148 23:0.792913 24:0.789889 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.728104 38:0.700237 39:0.792296 40:0.670343 41:0.045845 42:0.117647 43:0.371429 44:0.200000 45:0.345455 46:0.000000 #docid = GX096-44-7149877 inc = 0.224268678794537 prob = 0.117483
0 qid:5434 1:0.038730 2:0.000000 3:0.000000 4:0.000000 5:0.038715 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.060924 12:0.000000 13:0.000000 14:0.000000 15:0.067854 16:0.098317 17:0.400000 18:0.625000 19:0.333333 20:0.098565 21:0.761613 22:0.714148 23:0.792913 24:0.789889 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.728104 38:0.700237 39:0.792296 40:0.670343 41:0.045845 42:0.117647 43:0.371429 44:0.200000 45:0.345455 46:0.000000 #docid = GX096-44-7149877 inc = 0.224268678794537 prob = 0.117483
0 qid:7566 1:0.109890 2:0.250000 3:0.000000 4:0.000000 5:0.117021 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.113378 12:0.250000 13:0.000000 14:0.000000 15:0.121114 16:0.055168 17:0.176471 18:0.190476 19:0.500000 20:0.055982 21:0.855356 22:0.708621 23:0.545881 24:0.687404 25:0.928941 26:0.253084 27:0.009516 28:0.173396 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.857044 38:0.708805 39:0.548593 40:0.734618 41:0.007561 42:0.040000 43:0.058824 44:1.000000 45:0.101695 46:0.000000 #docid = GX019-50-10494413 inc = 1 prob = 0.0772803
0 qid:7566 1:0.109890 2:0.250000 3:0.000000 4:0.000000 5:0.117021 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.113378 12:0.250000 13:0.000000 14:0.000000 15:0.121114 16:0.055168 17:0.176471 18:0.190476 19:0.500000 20:0.055982 21:0.855356 22:0.708621 23:0.545881 24:0.687404 25:0.928941 26:0.253084 27:0.009516 28:0.173396 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.857044 38:0.708805 39:0.548593 40:0.734618 41:0.007561 42:0.040000 43:0.058824 44:1.000000 45:0.101695 46:0.000000 #docid = GX019-50-10494413 inc = 1 prob = 0.0772803
0 qid:7566 1:0.109890 2:0.250000 3:0.000000 4:0.000000 5:0.117021 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.113378 12:0.250000 13:0.000000 14:0.000000 15:0.121114 16:0.055168 17:0.176471 18:0.190476 19:0.500000 20:0.055982 21:0.855356 22:0.708621 23:0.545881 24:0.687404 25:0.928941 26:0.253084 27:0.009516 28:0.173396 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.857044 38:0.708805 39:0.548593 40:0.734618 41:0.007561 42:0.040000 43:0.058824 44:1.000000 45:0.101695 46:0.000000 #docid = GX019-50-10494413 inc = 1 prob = 0.0772803
0 qid:1115 1:0.013116 2:0.666667 3:0.666667 4:0.000000 5:0.017287 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.012794 12:0.670537 13:0.683697 14:0.000000 15:0.016806 16:0.005002 17:0.454545 18:0.250000 19:0.315789 20:0.005269 21:0.950251 22:0.852910 23:0.606463 24:0.666140 25:0.777514 26:0.939854 27:0.850914 28:0.921389 29:1.000000 30:1.000000 31:0.825923 32:1.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.986478 38:0.926170 39:0.672288 40:0.905127 41:0.224504 42:0.441489 43:0.634146 44:0.200000 45:0.157895 46:0.000000 #docid = GX080-66-5002737 inc = 0.682052484041199 prob = 0.142439
0 qid:1115 1:0.013116 2:0.666667 3:0.666667 4:0.000000 5:0.017287 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.012794 12:0.670537 13:0.683697 14:0.000000 15:0.016806 16:0.005002 17:0.454545 18:0.250000 19:0.315789 20:0.005269 21:0.950251 22:0.852910 23:0.606463 24:0.666140 25:0.777514 26:0.939854 27:0.850914 28:0.921389 29:1.000000 30:1.000000 31:0.825923 32:1.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.986478 38:0.926170 39:0.672288 40:0.905127 41:0.224504 42:0.441489 43:0.634146 44:0.200000 45:0.157895 46:0.000000 #docid = GX080-66-5002737 inc = 0.682052484041199 prob = 0.142439
0 qid:1115 1:0.013116 2:0.666667 3:0.666667 4:0.000000 5:0.017287 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.012794 12:0.670537 13:0.683697 14:0.000000 15:0.016806 16:0.005002 17:0.454545 18:0.250000 19:0.315789 20:0.005269 21:0.950251 22:0.852910 23:0.606463 24:0.666140 25:0.777514 26:0.939854 27:0.850914 28:0.921389 29:1.000000 30:1.000000 31:0.825923 32:1.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.986478 38:0.926170 39:0.672288 40:0.905127 41:0.224504 42:0.441489 43:0.634146 44:0.200000 45:0.157895 46:0.000000 #docid = GX080-66-5002737 inc = 0.682052484041199 prob = 0.142439
0 qid:1359 1:0.013685 2:0.000000 3:0.000000 4:0.500000 5:0.014184 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.023685 12:0.000000 13:0.000000 14:0.228587 15:0.024434 16:0.008513 17:0.055556 18:0.000000 19:0.384615 20:0.008513 21:0.664545 22:0.578679 23:0.593301 24:0.591194 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.380978 34:0.053284 35:0.000457 36:0.030121 37:0.714503 38:0.646173 39:0.619955 40:0.622585 41:0.000265 42:0.026316 43:0.000000 44:0.500000 45:0.444444 46:0.000000 #docid = GX263-66-15782822 inc = 0.599459792993223 prob = 0.175347
0 qid:1359 1:0.013685 2:0.000000 3:0.000000 4:0.500000 5:0.014184 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.023685 12:0.000000 13:0.000000 14:0.228587 15:0.024434 16:0.008513 17:0.055556 18:0.000000 19:0.384615 20:0.008513 21:0.664545 22:0.578679 23:0.593301 24:0.591194 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.380978 34:0.053284 35:0.000457 36:0.030121 37:0.714503 38:0.646173 39:0.619955 40:0.622585 41:0.000265 42:0.026316 43:0.000000 44:0.500000 45:0.444444 46:0.000000 #docid = GX263-66-15782822 inc = 0.599459792993223 prob = 0.175347
0 qid:1359 1:0.013685 2:0.000000 3:0.000000 4:0.500000 5:0.014184 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.023685 12:0.000000 13:0.000000 14:0.228587 15:0.024434 16:0.008513 17:0.055556 18:0.000000 19:0.384615 20:0.008513 21:0.664545 22:0.578679 23:0.593301 24:0.591194 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.380978 34:0.053284 35:0.000457 36:0.030121 37:0.714503 38:0.646173 39:0.619955 40:0.622585 41:0.000265 42:0.026316 43:0.000000 44:0.500000 45:0.444444 46:0.000000 #docid = GX263-66-15782822 inc = 0.599459792993223 prob = 0.175347
0 qid:9991 1:0.004702 2:0.333333 3:1.000000 4:0.000000 5:0.007053 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.004747 12:0.376510 13:1.000000 14:0.000000 15:0.007070 16:0.003171 17:0.263158 18:0.600000 19:0.500000 20:0.003549 21:0.453544 22:0.208241 23:0.069091 24:0.280383 25:0.396090 26:0.054435 27:0.001556 28:0.021046 29:0.618653 30:0.817913 31:0.996677 32:0.864219 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.513197 38:0.334861 39:0.125356 40:0.328955 41:0.003656 42:0.025641 43:0.030303 44:0.750000 45:0.538462 46:0.000000 #docid = GX008-13-13750741 inc = 1 prob = 0.0888824
0 qid:9991 1:0.004702 2:0.333333 3:1.000000 4:0.000000 5:0.007053 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.004747 12:0.376510 13:1.000000 14:0.000000 15:0.007070 16:0.003171 17:0.263158 18:0.600000 19:0.500000 20:0.003549 21:0.453544 22:0.208241 23:0.069091 24:0.280383 25:0.396090 26:0.054435 27:0.001556 28:0.021046 29:0.618653 30:0.817913 31:0.996677 32:0.864219 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.513197 38:0.334861 39:0.125356 40:0.328955 41:0.003656 42:0.025641 43:0.030303 44:0.750000 45:0.538462 46:0.000000 #docid = GX008-13-13750741 inc = 1 prob = 0.0888824
0 qid:9991 1:0.004702 2:0.333333 3:1.000000 4:0.000000 5:0.007053 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.004747 12:0.376510 13:1.000000 14:0.000000 15:0.007070 16:0.003171 17:0.263158 18:0.600000 19:0.500000 20:0.003549 21:0.453544 22:0.208241 23:0.069091 24:0.280383 25:0.396090 26:0.054435 27:0.001556 28:0.021046 29:0.618653 30:0.817913 31:0.996677 32:0.864219 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.513197 38:0.334861 39:0.125356 40:0.328955 41:0.003656 42:0.025641 43:0.030303 44:0.750000 45:0.538462 46:0.000000 #docid = GX008-13-13750741 inc = 1 prob = 0.0888824
1 qid:1113 1:0.120518 2:0.000000 3:0.000000 4:0.000000 5:0.119758 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.467228 12:0.000000 13:0.000000 14:0.000000 15:0.473197 16:0.134149 17:0.000000 18:0.000000 19:0.875000 20:0.133976 21:0.748027 22:0.385485 23:0.715126 24:0.381651 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.730617 38:0.374814 39:0.713551 40:0.375785 41:0.000000 42:0.000000 43:0.000000 44:0.500000 45:0.434783 46:0.000000 #docid = GX253-86-7979503 inc = 0.772440823819896 prob = 0.658161
1 qid:1113 1:0.120518 2:0.000000 3:0.000000 4:0.000000 5:0.119758 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.467228 12:0.000000 13:0.000000 14:0.000000 15:0.473197 16:0.134149 17:0.000000 18:0.000000 19:0.875000 20:0.133976 21:0.748027 22:0.385485 23:0.715126 24:0.381651 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.730617 38:0.374814 39:0.713551 40:0.375785 41:0.000000 42:0.000000 43:0.000000 44:0.500000 45:0.434783 46:0.000000 #docid = GX253-86-7979503 inc = 0.772440823819896 prob = 0.658161
1 qid:1113 1:0.120518 2:0.000000 3:0.000000 4:0.000000 5:0.119758 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.467228 12:0.000000 13:0.000000 14:0.000000 15:0.473197 16:0.134149 17:0.000000 18:0.000000 19:0.875000 20:0.133976 21:0.748027 22:0.385485 23:0.715126 24:0.381651 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.730617 38:0.374814 39:0.713551 40:0.375785 41:0.000000 42:0.000000 43:0.000000 44:0.500000 45:0.434783 46:0.000000 #docid = GX253-86-7979503 inc = 0.772440823819896 prob = 0.658161
0 qid:1755 1:0.438503 2:0.250000 3:0.500000 4:0.000000 5:0.449198 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.450864 12:0.264751 13:0.533101 14:0.000000 15:0.457230 16:0.260737 17:0.318182 18:0.276596 19:0.300000 20:0.261688 21:0.835515 22:0.789716 23:0.859736 24:0.721997 25:0.229563 26:0.120459 27:0.251158 28:0.062410 29:0.283864 30:0.175067 31:0.370409 32:0.136983 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.841099 38:0.735528 39:0.842130 40:0.707583 41:0.013483 42:0.017241 43:0.019231 44:0.333333 45:0.137931 46:0.000000 #docid = GX011-31-15136624 inc = 1 prob = 0.790512
0 qid:1755 1:0.438503 2:0.250000 3:0.500000 4:0.000000 5:0.449198 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.450864 12:0.264751 13:0.533101 14:0.000000 15:0.457230 16:0.260737 17:0.318182 18:0.276596 19:0.300000 20:0.261688 21:0.835515 22:0.789716 23:0.859736 24:0.721997 25:0.229563 26:0.120459 27:0.251158 28:0.062410 29:0.283864 30:0.175067 31:0.370409 32:0.136983 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.841099 38:0.735528 39:0.842130 40:0.707583 41:0.013483 42:0.017241 43:0.019231 44:0.333333 45:0.137931 46:0.000000 #docid = GX011-31-15136624 inc = 1 prob = 0.790512
0 qid:1755 1:0.438503 2:0.250000 3:0.500000 4:0.000000 5:0.449198 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.450864 12:0.264751 13:0.533101 14:0.000000 15:0.457230 16:0.260737 17:0.318182 18:0.276596 19:0.300000 20:0.261688 21:0.835515 22:0.789716 23:0.859736 24:0.721997 25:0.229563 26:0.120459 27:0.251158 28:0.062410 29:0.283864 30:0.175067 31:0.370409 32:0.136983 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.841099 38:0.735528 39:0.842130 40:0.707583 41:0.013483 42:0.017241 43:0.019231 44:0.333333 45:0.137931 46:0.000000 #docid = GX011-31-15136624 inc = 1 prob = 0.790512
